City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,tazovskiy,67.4667,78.7,253.13,99,100,3.6,RU,1669854751
367,bam,29.106,58.357,286.19,35,100,0.57,IR,1669854752
368,tautira,-17.7333,-149.15,299.07,81,20,5.75,PF,1669854692
369,isangel,-19.55,169.2667,305.21,74,40,1.54,VU,1669854753
370,dunda,-8.1167,34.25,293.62,79,100,0.57,TZ,1669854754
371,umm lajj,25.0213,37.2685,296.96,49,78,4.44,SA,1669854754
372,ouro branco,-20.5208,-43.6919,290.63,94,100,0.44,BR,1669854754
373,huangnihe,43.5583,128.0239,256.56,75,100,7.22,CN,1669854755
374,kachug,53.9606,105.8817,255.78,92,100,3.72,RU,1669854756
375,desaguadero,-16.5656,-69.0417,284.05,23,0,5.04,PE,1669854757
376,axim,4.8699,-2.2405,299.04,83,87,2.33,GH,1669854520
377,bonavista,48.6499,-53.1147,271.01,72,5,5.03,CA,1669854757
378,ilulissat,69.2167,-51.1,268.16,80,100,12.35,GL,1669854549
379,kalaleh,37.3807,55.4916,282.93,81,75,0.0,IR,1669854758
380,hong gai,20.956,107.0946,291.11,88,100,3.57,VN,1669854759
381,la rioja,42.25,-2.5,271.03,88,18,1.32,ES,1669854742
382,burnie,-41.0667,145.9167,290.34,44,0,2.4,AU,1669854760
383,kushmurun,52.4503,64.6311,258.03,89,97,4.32,KZ,1669854760
384,darhan,49.4867,105.9228,250.5,86,9,3.13,MN,1669854761
385,kant,27.8,79.8,288.32,61,0,2.06,IN,1669854761
386,notre-dame-de-gravenchon,49.4894,0.5719,277.99,92,7,1.89,FR,1669854762
387,halifax,44.6453,-63.5724,282.71,88,100,12.86,CA,1669854589
388,khewra,32.6479,73.0106,288.03,32,17,1.87,PK,1669854763
389,udachnyy,66.4167,112.4,245.62,75,100,9.78,RU,1669854763
390,novobessergenevka,47.1847,38.8462,273.04,49,36,10.94,RU,1669854764
391,porto novo,6.4965,2.6036,301.05,81,69,2.04,BJ,1669854765
392,kanchanaburi,14.6333,99.1,297.78,90,98,0.91,TH,1669854765
393,kahului,20.8947,-156.47,302.02,76,40,5.66,US,1669854766
394,tastur,36.5513,9.4431,284.23,82,8,2.1,TN,1669854768
395,panama city,8.9936,-79.5197,299.47,83,40,1.54,PA,1669854712
396,kodiak,57.79,-152.4072,269.88,63,0,1.54,US,1669854769
397,sioux lookout,50.1001,-91.917,263.19,79,100,9.26,CA,1669854769
398,monrovia,6.3005,-10.7969,298.84,84,88,1.77,LR,1669854770
399,klaksvik,62.2266,-6.589,282.66,97,100,13.59,FO,1669854771
400,pacific grove,36.6177,-121.9166,286.21,69,0,2.06,US,1669854771
401,el maranon,15.4,-88.05,298.7,78,75,4.12,HN,1669854772
402,craig,40.5153,-107.5464,271.94,73,0,2.06,US,1669854517
403,singkawang,0.9,109.0,298.96,86,100,1.3,ID,1669854772
404,mehamn,71.0357,27.8492,273.12,86,75,3.6,NO,1669854773
405,beipiao,41.7919,120.7792,263.03,28,0,5.82,CN,1669854773
406,ballina,-28.8667,153.5667,289.27,99,100,7.49,AU,1669854774
407,ponta delgada,37.7333,-25.6667,288.98,88,20,2.06,PT,1669854774
408,deputatskiy,69.3,139.9,247.51,99,100,1.72,RU,1669854775
409,belyy yar,53.6039,91.3903,245.29,72,20,1.0,RU,1669854775
410,quarai,-30.3875,-56.4514,300.14,41,81,3.8,BR,1669854776
411,castro-urdiales,43.3829,-3.2204,285.36,89,30,3.44,ES,1669854777
412,shimoda,34.6667,138.95,287.35,88,100,5.97,JP,1669854777
413,rabo de peixe,37.8,-25.5833,288.3,97,20,2.06,PT,1669854778
414,sola,-13.8833,167.55,302.52,79,75,4.12,VU,1669854778
415,maningrida,-12.0667,134.2667,304.58,39,99,2.53,AU,1669854779
416,sardarshahr,28.4333,74.4833,287.49,35,0,1.52,IN,1669854779
417,nokaneng,-19.6667,22.2667,296.2,31,0,2.73,BW,1669854780
418,cairns,-16.9167,145.7667,300.41,86,75,2.57,AU,1669854689
419,akom,2.6678,12.7109,292.77,98,100,0.92,CM,1669854781
420,kenai,60.5544,-151.2583,262.67,88,75,2.06,US,1669854781
421,sukhumi,43.0033,41.0153,284.07,60,20,1.86,GE,1669854781
422,kerema,-7.9631,145.7785,299.93,84,100,2.96,PG,1669854782
423,oxford,51.7522,-1.256,276.55,93,42,1.15,GB,1669854541
424,yerbogachen,61.2767,108.0108,250.88,97,100,2.8,RU,1669854783
425,dakar,14.6937,-17.4441,300.22,54,0,5.14,SN,1669854784
426,henties bay,-22.116,14.2845,288.84,89,8,3.12,NA,1669854785
427,port macquarie,-31.4333,152.9167,292.94,64,100,4.22,AU,1669854520
428,alice springs,-23.7,133.8833,298.9,21,0,5.66,AU,1669854786
429,sao jose da coroa grande,-8.8978,-35.1478,298.13,82,99,3.5,BR,1669854787
430,beira,-19.8436,34.8389,294.77,75,1,3.55,MZ,1669854787
431,laguna,38.421,-121.4238,288.1,51,0,3.6,US,1669854745
432,kilindoni,-7.9139,39.6668,299.25,82,100,4.71,TZ,1669854788
433,hambantota,6.1241,81.1185,296.34,100,20,1.03,LK,1669854789
434,conceicao do araguaia,-8.2578,-49.2647,295.22,95,62,1.7,BR,1669854789
435,kencong,-8.2833,113.3667,299.65,79,98,1.98,ID,1669854790
436,gat,31.61,34.7642,288.37,61,0,1.38,IL,1669854790
437,valle hermoso,25.6667,-97.8333,290.09,72,100,6.9,MX,1669854507
438,te anau,-45.4167,167.7167,289.76,46,15,2.23,NZ,1669854791
439,port hardy,50.6996,-127.4199,273.25,74,75,7.72,CA,1669854792
440,san quintin,30.4833,-115.95,287.51,72,0,4.79,MX,1669854792
441,lorengau,-2.0226,147.2712,302.25,71,96,2.88,PG,1669854793
442,lebork,54.5392,17.7501,275.33,91,100,2.2,PL,1669854794
443,port blair,11.6667,92.75,301.17,83,40,1.54,IN,1669854795
444,le havre,49.4938,0.1077,275.66,100,100,3.09,FR,1669854796
445,karratha,-20.7377,116.8463,305.23,34,1,4.0,AU,1669854797
446,buckeye,33.3703,-112.5838,294.31,37,0,0.0,US,1669854797
447,jiuquan,39.7432,98.5174,260.82,78,100,0.87,CN,1669854798
448,lebanon,36.2081,-86.2911,279.18,71,20,0.0,US,1669854799
449,sabha,27.0377,14.4283,283.52,35,0,1.72,LY,1669854799
450,bauchi,10.5,10.0,290.36,28,7,2.33,NG,1669854800
451,mandalgovi,45.7625,106.2708,253.29,57,0,3.29,MN,1669854800
452,abrau-dyurso,44.69,37.59,275.85,74,99,3.73,RU,1669854801
453,hami,42.8,93.45,261.05,22,56,0.59,CN,1669854801
454,tuy hoa,13.0833,109.3,299.14,88,90,5.07,VN,1669854802
455,boende,-0.2167,20.8667,292.62,99,100,0.25,CD,1669854803
456,nouadhibou,20.931,-17.0347,291.22,75,4,7.25,MR,1669854803
457,haines junction,60.7522,-137.5108,253.94,91,99,0.48,CA,1669854769
458,roma,43.2128,-75.4557,277.25,73,100,7.2,US,1669854689
459,port washington,40.8257,-73.6982,285.71,70,100,8.23,US,1669854779
460,sinnamary,5.3833,-52.95,297.96,88,100,4.03,GF,1669854685
461,atasu,48.6814,71.6433,263.12,96,100,1.76,KZ,1669854805
462,saint-joseph,-21.3667,55.6167,295.36,78,24,3.18,RE,1669854805
463,lithakia,37.7167,20.8333,284.8,77,94,6.11,GR,1669854806
464,aleksandrov gay,50.147,48.5704,267.12,71,0,2.85,RU,1669854807
465,srednekolymsk,67.45,153.6833,248.64,98,100,2.09,RU,1669854807
466,brooks,50.5834,-111.8851,260.14,85,100,1.54,CA,1669854808
467,tumbagaan,5.3656,120.3139,301.23,73,90,3.71,PH,1669854808
468,yulara,-25.2406,130.9889,301.7,15,0,4.38,AU,1669854809
469,broken hill,-31.95,141.4333,296.27,32,44,7.49,AU,1669854787
470,mombetsu,44.3525,143.3525,268.16,80,75,2.57,JP,1669854810
471,ulladulla,-35.35,150.4667,291.66,66,82,2.56,AU,1669854811
472,faya,18.3851,42.4509,284.21,79,80,0.76,SA,1669854811
473,meix-devant-virton,49.6167,5.4833,279.05,77,100,2.52,BE,1669854812
474,fort frances,48.5999,-93.4003,263.27,77,100,6.17,CA,1669854813
475,sao luis do quitunde,-9.3183,-35.5611,297.84,82,100,2.99,BR,1669854813
476,ostrovnoy,68.0531,39.5131,268.46,89,100,3.02,RU,1669854814
477,mwene-ditu,-7.0,23.45,291.36,99,100,1.59,CD,1669854814
478,malindi,-3.2175,40.1191,297.98,87,44,1.81,KE,1669854815
479,el prat de llobregat,41.3278,2.0947,285.78,86,40,3.6,ES,1669854815
480,bucerias,20.75,-105.3333,298.14,78,40,2.57,MX,1669854816
481,salalah,17.0151,54.0924,296.2,73,0,2.06,OM,1669854816
482,kirakira,-10.4544,161.9205,301.82,76,75,2.28,SB,1669854817
483,whyalla,-33.0333,137.5833,294.23,49,0,4.28,AU,1669854675
484,canita,9.2097,-78.8811,296.16,95,43,0.35,PA,1669854817
485,eenhana,-17.4667,16.3333,297.37,42,75,1.83,NA,1669854818
486,nurota,40.5614,65.6886,272.2,69,100,1.61,UZ,1669854818
487,gejiu,23.306,103.1635,285.45,92,84,2.47,CN,1669854819
488,okhotsk,59.3833,143.3,254.15,98,100,5.81,RU,1669854819
489,egvekinot,66.3167,-179.1667,261.57,92,100,0.31,RU,1669854820
490,fukue,32.6881,128.8419,280.35,57,75,6.17,JP,1669854820
491,ondangwa,-17.9167,15.95,299.8,26,60,4.7,NA,1669854821
492,abu dhabi,24.4667,54.3667,296.46,80,100,0.45,AE,1669854821
493,havelock,34.8791,-76.9013,292.14,91,0,3.6,US,1669854822
494,touros,-5.1989,-35.4608,299.34,68,100,4.83,BR,1669854436
495,jiaonan,35.8786,119.9753,270.7,29,3,4.97,CN,1669854823
496,totness,5.8833,-56.3167,297.95,86,15,3.85,SR,1669854823
497,tiarei,-17.5333,-149.3333,303.16,81,6,6.3,PF,1669854824
498,luena,-11.7833,19.9167,288.86,97,100,1.31,AO,1669854824
499,sao filipe,14.8961,-24.4956,297.28,65,100,3.69,CV,1669854825
500,kuloy,61.0305,42.4925,258.29,97,85,0.72,RU,1669854825
501,teofilo otoni,-17.8575,-41.5053,294.96,96,100,0.95,BR,1669854826
502,monkey bay,-14.0728,34.9201,296.1,81,97,6.81,MW,1669854826
503,namibe,-15.1961,12.1522,293.69,79,100,3.84,AO,1669854826
504,port moresby,-9.4431,147.1797,303.83,62,40,5.14,PG,1669854827
505,katsuura,35.1333,140.3,286.73,83,100,7.69,JP,1669854828
506,tadine,-21.55,167.8833,302.05,68,72,4.27,NC,1669854828
507,nha trang,12.25,109.1833,301.15,87,92,2.95,VN,1669854829
508,samarinda,-0.5,117.15,298.7,87,100,1.17,ID,1669854829
509,comodoro rivadavia,-45.8667,-67.5,288.07,58,0,6.17,AR,1669854628
510,razdolinsk,58.4211,94.6658,252.36,96,100,2.81,RU,1669854830
511,qui nhon,13.7667,109.2333,299.14,85,79,5.52,VN,1669854685
512,coquimbo,-29.9533,-71.3436,291.0,77,75,4.12,CL,1669854831
513,tres arroyos,-38.3739,-60.2798,285.79,88,100,3.79,AR,1669854832
514,lakatoro,-16.0999,167.4164,302.86,70,100,4.85,VU,1669854832
515,marsh harbour,26.5412,-77.0636,298.65,75,14,4.28,BS,1669854808
516,aviles,43.5547,-5.9248,286.35,76,100,4.63,ES,1669854661
517,tilichiki,60.4667,166.1,273.04,98,100,14.02,RU,1669854797
518,lavrentiya,65.5833,-171.0,266.54,91,90,3.12,RU,1669854766
519,vanimo,-2.6741,141.3028,300.4,85,100,1.64,PG,1669854768
520,kanniyakumari,8.0833,77.5667,298.23,72,100,5.63,IN,1669854834
521,walvis bay,-22.9575,14.5053,289.68,82,70,4.12,NA,1669854795
522,le portel,50.7056,1.5757,276.47,84,27,1.96,FR,1669854835
523,ishigaki,24.3448,124.1572,294.22,94,75,10.29,JP,1669854836
524,iquitos,-3.7481,-73.2472,301.17,74,0,1.03,PE,1669854836
525,namatanai,-3.6667,152.4333,303.38,63,77,2.15,PG,1669854837
526,businga,3.3333,20.8833,293.23,98,100,0.58,CD,1669854837
527,shenjiamen,29.9576,122.298,282.55,86,100,8.34,CN,1669854838
528,cuiluan,47.72,128.648,251.14,81,25,5.04,CN,1669854838
529,kucove,40.8003,19.9167,283.1,78,100,2.85,AL,1669854839
530,sakakah,29.9697,40.2064,283.91,68,0,1.33,SA,1669854839
531,sabang,5.8933,95.3214,300.06,73,100,0.96,ID,1669854840
532,taltal,-25.4,-70.4833,291.57,79,0,2.17,CL,1669854621
533,komsomolskiy,40.4272,71.7189,283.55,62,40,9.26,UZ,1669854841
534,launceston,-41.45,147.1667,292.38,53,75,4.63,AU,1669854551
535,nisia floresta,-6.0911,-35.2086,300.6,73,100,2.68,BR,1669854841
536,acarau,-2.8856,-40.12,299.43,75,92,5.87,BR,1669854736
537,depalpur,22.85,75.55,287.37,56,0,2.97,IN,1669854842
538,atar,20.5169,-13.0499,293.8,17,5,2.99,MR,1669854844
539,murzzuschlag,47.6,15.6833,276.42,98,100,1.2,AT,1669854844
540,mount gambier,-37.8333,140.7667,291.74,59,73,3.8,AU,1669854845
541,mayo,38.8876,-76.5119,284.12,41,0,10.8,US,1669854846
542,dawlatabad,36.4141,64.9053,280.86,81,100,2.57,AF,1669854846
543,gwadar,25.1216,62.3254,297.14,38,81,3.15,PK,1669854847
544,iqaluit,63.7506,-68.5145,244.09,68,0,6.17,CA,1669854847
545,mareeba,-17.0,145.4333,297.84,89,100,0.9,AU,1669854848
546,bose,45.4612,8.0137,279.42,81,95,0.62,IT,1669854849
547,tabas,33.5959,56.9244,285.27,37,100,1.03,IR,1669854849
548,nelson bay,-32.7167,152.15,294.87,66,100,2.24,AU,1669854786
549,maldonado,-34.6667,-54.9167,295.81,86,0,6.65,UY,1669854687
550,marzuq,14.4,46.4667,288.39,67,0,0.82,YE,1669854850
551,siguiri,11.6667,-9.5,297.0,30,8,0.94,GN,1669854851
552,stillwater,36.1156,-97.0584,277.31,59,0,1.54,US,1669854851
553,hanzhong,33.0728,107.0303,270.86,82,100,0.91,CN,1669854852
554,ossora,59.2353,163.0719,274.45,99,100,2.06,RU,1669854853
555,corumba,-19.0092,-57.6533,295.9,86,100,1.89,BR,1669854853
556,cabo san lucas,22.8909,-109.9124,298.32,69,0,4.63,MX,1669854854
557,gostyn,51.8825,17.0123,274.29,89,100,3.43,PL,1669854854
558,rio grande,-32.035,-52.0986,296.21,90,91,7.33,BR,1669854855
559,pinega,64.7001,43.3936,267.61,97,97,1.75,RU,1669854856
560,luanda,-8.8368,13.2343,297.15,88,75,2.06,AO,1669854806
561,verkhnyaya inta,65.9811,60.3094,248.81,99,30,0.99,RU,1669854857
562,baykit,61.67,96.37,255.09,97,100,1.66,RU,1669854858
563,buchanan,5.8808,-10.0467,298.72,84,100,1.57,LR,1669854860
564,basco,20.4487,121.9702,299.22,81,88,12.01,PH,1669854861
565,alizai,33.5383,70.3462,284.84,37,50,1.03,PK,1669854862
566,ormond beach,29.2858,-81.0559,293.29,87,75,1.54,US,1669854862
567,bonthe,7.5264,-12.505,299.02,82,58,2.18,SL,1669854863
568,basoko,1.2391,23.616,293.54,97,80,0.28,CD,1669854864
569,hudiksvall,61.729,17.1036,273.23,98,98,0.37,SE,1669854865
570,rantauprapat,2.1,99.8333,298.05,92,97,0.17,ID,1669854866
571,togur,58.3631,82.8265,242.14,100,6,1.4,RU,1669854866
572,kieta,-6.2167,155.6333,302.33,72,92,2.74,PG,1669854867
573,odda,60.0691,6.5457,278.58,93,40,2.12,NO,1669854868
574,copiapo,-27.3667,-70.3333,287.98,74,0,2.17,CL,1669854834
575,bastia,42.6667,9.3333,283.87,73,100,2.06,FR,1669854869
576,maceio,-9.6658,-35.7353,297.84,88,20,3.09,BR,1669854772
577,miguel hidalgo,19.4225,-99.2028,292.83,42,75,8.75,MX,1669854869
578,la paz,-16.5,-68.15,285.14,37,20,2.57,BO,1669854310
579,ust-kuyga,70.0167,135.6,251.09,97,100,4.98,RU,1669854870
580,ghanzi,-21.5667,21.7833,295.57,35,0,3.07,BW,1669854871
581,belmonte,-15.8631,-38.8828,298.01,89,100,3.28,BR,1669854871
